"","event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","FID","geometry"
"49578","KEN5380","2017-04-12",2017,1,"Political violence","Violence against civilians","Attack","GABRA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","BORANA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Sagante","Kubi Kalo",2,"Daily Nation (Kenya)","National","GABRA MILITIA KILLS FIVE BORANA HERDERS AT KUBI KALO; ONE ON 11/04, FOUR ON 12/04.",4,"",1618560909,1733,c(38.0281, 2.2238)
"49599","KEN5378","2017-04-11",2017,1,"Political violence","Violence against civilians","Attack","GABRA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","BORANA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Sagante","Kubi Kalo",2,"Daily Nation (Kenya)","National","GABRA MILITIA KILLS FIVE BORANA HERDERS AT KUBI KALO; ONE ON 11/04, FOUR ON 12/04.",1,"",1618560908,1735,c(38.0281, 2.2238)
"49900","KEN5356","2017-03-26",2017,1,"Political violence","Violence against civilians","Attack","OGADEN-ABSAME-BAH GERI SUB-CLAN MILITIA (SOMALIA)","",4,"CIVILIANS (KENYA)","AULIYAN CLAN GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Garissa","Waberi","Garissa",3,"Star (Kenya)","National","ATTACKERS BELIEVED TO BE FROM THE BAHGERE CLAN FROM WAJIR SOUTH ATTACKED FADIWEIN VILLAGE, WHICH IS INHABITED BY AULIYAN COMMUNITY, INJURING ONE. ELEVEN HOUSES WERE ALSO BURNT AND THE ATTACKERS MADE AWAY WITH 300 GOATS AND FIVE CAMELS. THE TWO COMMUNITIES HAD BEEN FIGHTING OVER A DISPUTED BOUNDARY WITH THE BAHGERE, CLAIMING THE AREA FALLS UNDER WAJIR SOUTH, WHILE AULIYAN SAYS IT IS IN GARISSA COUNTY.",0,"",1618560906,1743,c(39.6461, -0.4536)
"49959","KEN6129","2017-03-22",2017,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Marti",1,"Daily Nation (Kenya)","National","TEN PEOPLE WERE KILLED AND FOUR INJURED IN A CATTLE RAID IN MARTI, SAMBURU, ON 22/03/2017. IT IS BELIEVED TO BE A RETALIATORY ATTACK RUN BY THIEVES OF A NEIGHBOURING COMMUNITY.",10,"",1618560971,1748,c(36.7236, 1.4771)
"49995","KEN5347","2017-03-19",2017,1,"Political violence","Battles","Armed clash","TURKANA ETHNIC MILITIA (KENYA)","",4,"SAMBURU ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Daily Nation (Kenya)","National","THREE ARE KILLED IN A CLASH BETWEEN TURKANA AND SAMBURU MILITIAS. THE CLASH WAS SPARKED BY REVENGE FOR CATTLE THEFT.",3,"",1618560905,1749,c(36.7833, 1.7833)
"50057","KEN5339","2017-03-15",2017,3,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Tana River","Galole","Chewani","Hola",3,"Daily Nation (Kenya)","National","RESIDENTS CLAIM THAT IN THE LAST TWO MONTHS 10 PEOPLE HAVE BEEN KILLED (4 IN MARCH, 6 IN APRIL) IN RAIDS ON SEVERAL VILLAGES IN LAMU AND TANA RIVER COUNTIES. THOUGH MAINLY RELATED TO CATTLE THEFT, A RESIDENT BELIEVES 'SOME POLITICIANS WERE BEHIND THE RAIDS.'",2,"",1604354639,1753,c(40.0333, -1.5036)
"50058","KEN5340","2017-03-15",2017,3,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Lamu","Lamu West","Mkomami","Lamu",3,"Daily Nation (Kenya)","National","RESIDENTS CLAIM THAT IN THE LAST TWO MONTHS 10 PEOPLE HAVE BEEN KILLED (4 IN MARCH, 6 IN APRIL) IN RAIDS ON SEVERAL VILLAGES IN LAMU AND TANA RIVER COUNTIES. THOUGH MAINLY RELATED TO CATTLE THEFT, A RESIDENT BELIEVES 'SOME POLITICIANS WERE BEHIND THE RAIDS.'",2,"",1618560904,1754,c(40.902, -2.2717)
"51114","SOM21724","2017-01-16",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","UNIDENTIFIED ARMED GROUP (SOMALIA)","",3,"CIVILIANS (SOMALIA)","",7,37,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Belet Xaawo",1,"Undisclosed Source","Local partner-Other","AN RCIED EXPLODED AT AN ANIMAL MARKET, CAUSING INJURY TO A MEMBER OF THE STAFF. PERPETRATORS NOT KNOWN.",0,"",1679360219,1791,c(41.8943, 3.7807)
"53217","SOM20841","2016-09-22",2016,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","MILITARY FORCES OF KENYA (2013-2022)","",8,"AL SHABAAB","",2,28,"",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Dhamase",1,"Shabelle Media Network","National","KENYAN FORCES LAUNCH A MORTAR BARRAGE AGAINST AL SHABAAB POSITIONS IN DHAMASE, KILLING 'MANY PEOPLE (LIKELY CIVILIAN) AND LIVESTOCK.'",10,"",1679360218,1832,c(41.33, 3.15)
"53404","KEN5178","2016-09-10",2016,1,"Political violence","Battles","Armed clash","BORANA ETHNIC MILITIA (KENYA)","",4,"AULIYAN CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Garba Tula",2,"Kenya Standard","National","AT LEAST FOUR MORE PEOPLE HAVE BEEN KILLED IN RAGING ARMED CONFLICT BETWEEN BORANA AND SOMALI HERDERS (AULIYAN) ALONG THE ISIOLO-GARISSA BORDER [NORTHEASTERN KENYA]. THE FIGHTING TOOK PLACE IN TANA VILLAGE ABOUT 11KM NORTH OF GARBA-TULA TOWN ON SATURDAY [10 SEPTEMBER].",4,"",1618560891,1837,c(38.52, 0.5333)
"53465","KEN5176","2016-09-08",2016,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED COMMUNAL MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,"CIVILIANS (KENYA)","BORANA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",3,"Daily Nation (Kenya)","National","A BORANA MAN IS ATTACKED AND KILLED BY SOMALI HERDERS IN GARFASA, ISIOLO COUNTY. THE ATTACK IS BELIEVED TO BE RETALIATORY.",1,"",1618560890,1840,c(37.5822, 0.3546)
"54468","SOM20427","2016-07-22",2016,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","MILITARY FORCES OF KENYA (2013-2022)","",8,"AL SHABAAB","",2,28,"",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Dhamase",1,"Shabelle Media Network","National","KENYAN MILITARY FIRED MORTAR ROUNDS ON DHAMASE IN GEDO REGION OF SOUTHWESTERN SOMALIA WHICH IS UNDER THE CONTROL OF AL SHABAAB FIGHTERS. SCORES OF CIVILIANS AND LIVESTOCK WERE KILLED IN THE BARRAGE. AL SHABAAB DEAD NOT KNOWN.",12,"",1679360218,1862,c(41.33, 3.15)
"57839","SOM19095","2016-01-26",2016,1,"Political violence","Explosions/Remote violence","Air/drone strike","AMISOM: AFRICAN UNION MISSION IN SOMALIA (2007-2022) (KENYA)","",8,"CIVILIANS (SOMALIA)","",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Lower Juba","Badhaadhe","","Hosingow",1,"Undisclosed Source","Local partner-Other","KDF HELICOPTERS BOMBED A GRAZING AREA APPROXIMATELY 20KM NE OF HOOSINGOW (BADHAADHE DISTRICT) IN THE AFTERNOON OF 26/01. THE AREA IS INHABITED BY PASTORALISTS AND CASUALTIES ARE UNKNOWN. THE SPECIFIC TARGET OF THE KDF IS NOT KNOWN.",0,"",1670283463,1936,c(41.2695, -0.1734)
"59775","SOM18542","2015-10-27",2015,1,"Political violence","Violence against civilians","Attack","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Baardheere","","Darasalaam",1,"Undisclosed Source","Local partner-Other","KDF CONVOY SHOT AND SEVERELY INJURED A CAMEL HERDER BOY IN DARASALAAM (141 KM SW OF BAARDHEERE DISTRICT) ON 27/10. THE REASON IS UNKNOWN AND THE CONVOY CONTINUED WITH THEIR TRAVEL. RELATIVES TOOK THE BOY TO WAJIR/KENYA FOR TREATMENT.",0,"",1679360218,1982,c(41.0746, 1.9536)
"60855","KEN4917","2015-08-23",2015,1,"Political violence","Riots","Mob violence","RIOTERS (KENYA)","VIGILANTE GROUP (KENYA)",5,"CIVILIANS (KENYA)","",7,57,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu East","Waso","Archers Post",1,"Daily Nation (Kenya)","National","A SUSPECTED CATTLE THIEF IS LYNCHED BY A MOB AT ARCHERS POST LOCATION.",1,"",1620691930,1996,c(37.6752, 0.644)
"60980","KEN4909","2015-08-13",2015,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Loiyangalani","Larachi",1,"Daily Nation (Kenya)","National","TURKANA ATTACKERS KILL FIVE IN A SUSPECTED CATTLE RUSTLING OPERATION. THE ATTACK CAUSED TENSION IN THE AREA.",5,"",1552577244,2004,c(36.7671, 2.8069)
"61504","SOM17855","2015-07-12",2015,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","MUSLIM GROUP (SOMALIA); STUDENTS (SOMALIA); TEACHERS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Belet Xaawo",2,"Undisclosed Source","Local partner-Other","REPORTS CONFIRM THAT KDF CONDUCTED AN AIRSTRIKE AGAINST DHAMASE VILLAGE (103 KM NW OF BUULO XAAWO) IN THE EARLY MORNING OF 12/07. RESIDENTS REPORT THAT AT LEAST 10 PEOPLE ARE REPORTED TO HAVE BEEN KILLED INCLUDING CHILDREN WHO WERE IN HOLY QURAN SCHOOL. DHAMASE IS UNDER CONTROL OF AL SHABAAB BUT USUALLY HAS NO PERMANENT PRESENCE IN THE VILLAGE AND CLAN CLASHES BETWEEN MURULE AND MAREHAN ARE REPORTED IN THE AREA. THE REASON IS UNCLEAR WHY KDF BOMBED THE VILLAGE. KDF ALSO BOMBED NUS DARIIQ (83 KM SW OF BULO XAWO) AND LAAN QURAC (76 KM SW OF BULO XAWO) WAS BOMBARDED AND CIVILIAN CASUALTIES AND LIVESTOCK DEATH WERE REPORTED.",10,"",1679360218,2010,c(41.8943, 3.7807)
"61505","SOM17856","2015-07-12",2015,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","MUSLIM GROUP (SOMALIA); STUDENTS (SOMALIA); TEACHERS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Dhamase",1,"Undisclosed Source","Local partner-Other","REPORTS CONFIRM THAT KDF CONDUCTED AN AIRSTRIKE AGAINST DHAMASE VILLAGE (103 KM NW OF BUULO XAAWO) IN THE EARLY MORNING OF 12/07. RESIDENTS REPORT THAT AT LEAST 10 PEOPLE ARE REPORTED TO HAVE BEEN KILLED INCLUDING CHILDREN WHO WERE IN HOLY QURAN SCHOOL. DHAMASE IS UNDER CONTROL OF AL SHABAAB BUT USUALLY HAS NO PERMANENT PRESENCE IN THE VILLAGE AND CLAN CLASHES BETWEEN MURULE AND MAREHAN ARE REPORTED IN THE AREA. THE REASON IS UNCLEAR WHY KDF BOMBED THE VILLAGE. KDF ALSO BOMBED NUS DARIIQ (83 KM SW OF BULO XAWO) AND LAAN QURAC (76 KM SW OF BULO XAWO) WAS BOMBARDED AND CIVILIAN CASUALTIES AND LIVESTOCK DEATH WERE REPORTED.",10,"",1679360218,2011,c(41.33, 3.15)
"62009","KEN4868","2015-06-16",2015,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Banissa","Banissa",2,"Kenya Standard","National","FIVE PASTORALISTS ARE KILLED BY UNIDENTIFIED GUNMEN AT WARI WALO VILLAGE SOME 10 KILOMETRES FROM KENYA BORDER. THOSE KILLED WERE THREE CHILDREN (TWO BOYS AND A GIRL), THEIR FATHER AND A CLOSE RELATIVE. THE FIVE HAD RECENTLY LEFT ELMOLE IN PURSUIT OF PASTURE AND WATER FOR THEIR ANIMALS.",5,"",1552577379,2027,c(40.3445, 3.9439)
"62189","KEN4859","2015-06-06",2015,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"Daily Nation (Kenya)","National","AT LEAST THREE PEOPLE WERE KILLED AND SEVERAL OTHERS INJURED ON THE MORNING OF 06/06 IN INTER-COMMUNITY CLASHES AT LOWANGILA IN ISIOLO COUNTY. THE CLASH MAY BE RELATED TO RIGHTS TO CATTLE OR LAND.",3,"",1618560864,2033,c(37.5822, 0.3546)
"62300","SOM17576","2015-06-01",2015,1,"Political violence","Battles","Armed clash","DHULBAHANTE CLAN MILITIA (SOMALIA)","",4,"SHEEQAAL CLAN MILITIA (SOMALIA)","",4,44,"",706,"Eastern Africa","Somalia","Lower Juba","Badhaadhe","","Dad Gumbi",1,"Undisclosed Source","Local partner-Other","DHULBAHANTE AND SHIEKHAL CLANS CLASHED OVER PASTURE AFTER SHIEKHAL ATTACKED ANIMAL HEADERS FROM DHULBAHANTE IN DAD GUMBI GRAZING AREA (97KM NW OF BADHAADHE TOWN) IN THE MORNING OF 01/06. REPORTS SHOW THAT FOUR PEOPLE FROM BOTH SIDES WERE KILLED WHILE OTHERS WITH WOUNDS WERE ADMITTED TO DHOBLEY HOSPITAL FOR TREATMENT.",4,"",1618571436,2039,c(41.25, -0.1833)
"63594","SOM17070","2015-03-12",2015,1,"Political violence","Battles","Armed clash","HOJA WAJEER COMMUNAL MILITIA (SOMALIA)","",4,"AL SHABAAB","",2,24,"",706,"Eastern Africa","Somalia","Lower Juba","Badhaadhe","","Hoja Wajeer",1,"Undisclosed Source","Local partner-Other","ON 12 MARCH 2015, AL SHABAAB FIGHTERS AND PASTORALISTS CLASHED IN HOJA WAJEER VILLAGE (22KM S OF BADHAADHE). THE FIGHTING BROKE OUT AL SHABAAB FIGHTERS BLOCKED THE PASTORALISTS AND THEIR LIVESTOCK FROM ACCESSING A WATER POINT IN THE VILLAGE AS A MEASURE TO ENFORCE ZAKAT PAYMENT. SEVEN PEOPLE WERE KILLED IN THE CLASH.",7,"",1588021640,2091,c(41.5395, -1.2408)
"64944","KEN4639","2014-11-19",2014,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","North Horr","Dukana","Dukana",1,"Capital FM","National","AT LEAST FIVE PEOPLE WERE KILLED AND FOUR OTHERS REPORTED MISSING FOLLOWING CLASHES IN DUKANA, MARSABIT COUNTY OR RIGHTS TO CATTLE AND PROPERTY.",4,"",1572403705,2138,c(37.2659, 3.9902)
"65162","KEN4612","2014-11-01",2014,1,"Political violence","Violence against civilians","Attack","GARJEL COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Tana River","Garsen","Kipini East","Kipini",1,"Kenya Standard","National","ONE PERSON WAS HACKED TO DEATH AND FOUR OTHERS SERIOUSLY INJURED IN A FRESH ATTACK IN BORA MOYO VILLAGE OF KIPINI. THE VIOLENCE BEGAN WHEN A MILITIA FROM GARJEL COMMUNITY ATTACKED THE TOWN WHEN THEY BELIEVED ITS RESIDENTS HAD STOLEN A HERD OF GOATS.",1,"",1552577400,2143,c(40.5262, -2.5257)
"66078","KEN4510","2014-08-22",2014,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Meru","Tigania West","Athwana","Seketani",1,"NTV (Kenya)","New media","SAMBURU AND BORANA HERDERS CLASH OVER A WATER SOURCE. FOUR KILLED, TWO EACH SIDE.",4,"",1618560830,2173,c(37.6073, 0.372)
"68609","KEN4291","2014-02-27",2014,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"UNIDENTIFIED ARMED GROUP (KENYA)","",3,33,"",404,"Eastern Africa","Kenya","Lamu","Lamu West","Mkomami","Lamu",2,"Star (Kenya)","National","SIX PEOPLE WERE INJURED DURING A CONFRONTATION BETWEEN FARMERS AND PASTORALISTS AT MTONDONI AREA IN HONGWE WARD, LAMU WEST DISTRICT. THE CONFLICT ENSUED WHEN PASTORALISTS WERE ACCUSED OF DRIVING THEIR ANIMALS INTO THE FARMS AND DESTROYING CROPS. THE IDENTITIES OF THE TWO GROUPS IS NOT KNOWN.",0,"",1618560800,2268,c(40.902, -2.2717)
"69341","KEN4233","2014-01-13",2014,1,"Political violence","Battles","Armed clash","POLICE FORCES OF KENYA (2013-2022)","",1,"UNIDENTIFIED ARMED GROUP (ETHIOPIA)","",3,13,"",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","North Horr",1,"Daily Nation (Kenya)","National","UNIDENTIFIED MILITIA, BELIEVED TO BE FROM NEARBY ETHIOPIA ATTACK THE ETHNIC GABRA BORDER TOWN OF NORTH HORR, KILLING TWO POLICE AND INJURING 'SCORES' OF CIVILIANS. IT WAS REPORTED CATTLE WAS STOLEN IN THE RAID.",2,"",1679360212,2279,c(37.0667, 3.3167)
"71678","KEN3980","2013-07-30",2013,1,"Political violence","Violence against civilians","Attack","POKOT ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Nachola",1,"Kenya Standard","National","OVER 60 HEAVILY ARMED POKOT BANDITS ATTACKED RESIDENTS OF NACHOLA VILLAGE IN BARAGOI, INJURED AN EIGHT-YEAR-OLD BOY AND STOLE A LARGE NUMBER OF CATTLE.",0,"",1668467801,2362,c(36.603, 1.8348)
"72473","KEN3923","2013-06-06",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera North","Rhamu","Rhamu",1,"Kenya Standard","National","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",2,"",1561469147,2390,c(41.2192, 3.9208)
"72607","KEN3913","2013-05-25",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Malkamari","Malka Mari",1,"Xinhua","International","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",2,"",1572403790,2395,c(40.7833, 4.2667)
"72663","KEN3907","2013-05-20",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (ETHIOPIA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Moyale","Obbu","Guba",1,"Daily Nation (Kenya)","National","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",1,"",1561469147,2401,c(38.6544, 3.2794)
"72677","KEN3901","2013-05-19",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Banissa","Banissa",1,"Sabahi; All Africa","International","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",2,"",1572403608,2403,c(40.3445, 3.9439)
"72678","KEN3902","2013-05-19",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Banissa","Lulis",1,"Sabahi; All Africa","International","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",2,"",1572403608,2404,c(40.3343, 4.021)
"72715","KEN3898","2013-05-16",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (ETHIOPIA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Malkamari","Malka Mari",1,"Star (Kenya)","National","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",3,"",1561469147,2408,c(40.7833, 4.2667)
"72746","KEN3895","2013-05-14",2013,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (KENYA)","GARRE ETHNIC MILITIA (ETHIOPIA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (ETHIOPIA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Banissa","Banissa",1,"Xinhua","International","GARRE MILITIA ATTACKS DEGODIA HERDSMAN",1,"",1572403789,2409,c(40.3445, 3.9439)
"72971","KEN3866","2013-04-24",2013,2,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu East","Wamba East","Wamba",1,"Kenya Standard","National","UNIDENTIFIED RAIDERS ATTACK VILLAGERS AND STEAL CATTLE",0,"",1618560733,2417,c(37.3235, 0.9802)
"74522","KEN3527","2012-12-21",2012,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Garissa","Waberi","Garissa",1,"Kenya Standard","National","ARMED CATTLE RAIDERS SHOOT CIVILIANS",6,"",1618560704,2484,c(39.6461, -0.4536)
"74822","KEN3489","2012-11-29",2012,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Chari","Kom",1,"Star (Kenya)","National","SAMBURU RAIDERS KILL TWO CIVILIANS AND STEAL LIVESTOCK",2,"",1618560702,2495,c(38.0333, 1.0833)
"75042","KEN3456","2012-11-10",2012,1,"Political violence","Battles","Armed clash","TURKANA ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2002-2013)","",1,14,"",404,"Eastern Africa","Kenya","Turkana","Turkana East","Katilia","Suguta Valley",2,"Daily Nation (Kenya)","National","TURKANA RAIDERS AMBUSH POLICE OFFICERS AND KILL 42 DURING CATTLE RAID",42,"",1561469147,2510,c(36.5167, 2.1667)
"75157","KEN3440","2012-10-30",2012,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Nachola",1,"Kenya Broadcasting Corporation","National","SAMBURU RAIDERS KILL VILLAGERS AND STEAL CATTLE",13,"",1668467801,2519,c(36.603, 1.8348)
"75207","KEN3428","2012-10-22",2012,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Easy FM (Kenya)","National","CATTLE RUSTLING INCIDENT REPORTED BETWEEN RIVAL CLANS; ETHNIC GROUPS NOT SPECIFIED",0,"",1618560698,2522,c(36.7833, 1.7833)
"75224","KEN3426","2012-10-20",2012,1,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","SAMBURU ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Star (Kenya)","National","TURKANA RAIDERS ATTACK SAMBURU VILLAGERS AND STEAL CATTLE",0,"",1618560698,2523,c(36.698, 1.0968)
"75701","KEN3325","2012-08-21",2012,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera North","Rhamu","Rhamu",1,"Kenya Standard","National","GARRE ETHNIC MILITIA ATTACKS DEGODIA VILLAGE; KILLS 5 AND STEALS LIVESTOCK",5,"",1561469147,2555,c(41.2192, 3.9208)
"75712","KEN3324","2012-08-20",2012,1,"Political violence","Violence against civilians","Attack","GARRE ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Banissa","Banissa","Banissa",1,"Kenya Standard","National","GARRE ETHNIC MILITIA ATTACKS DEGODIA VILLAGE; KILLS 5 AND STEALS LIVESTOCK",5,"",1561469147,2557,c(40.3445, 3.9439)
